id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-24T08:03:04.550Z,EUR,280619.0,9.42,0.1,14.86,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-24T08:03:01.997Z,USD,,,,,,,88441.0,11.0,15.5,99.99,16.43,94.44,88441.0,58.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-24T08:03:04.550Z,EUR,280619.0,9.42,0.1,14.86,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-24T08:03:01.997Z,USD,,,,,,,88442.0,2.26,7.0,43.88,7.4,7.7,88442.0,90.0,100.0,199.99,25.33,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-24T08:03:04.550Z,EUR,377505.0,64.96,14.0,64.65,85.0,48.08,63.44,,,6.71,7.5,7.17,6.56,2026-07-24T08:03:02.145Z,USD,194953.0,102.99,168.92,752.44,144.27,179.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-24T08:03:04.550Z,EUR,869650.0,0.08,0.02,0.07,0.03,0.07,0.07,,,0.0,,,,2026-07-24T08:03:02.302Z,USD,,,,,,,675851.0,0.01,0.29,19.98,0.25,0.25,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-24T08:03:04.550Z,EUR,407849.0,0.62,0.02,0.48,0.4,0.62,0.62,17.89,9.98,19.05,34.99,24.99,12.44,2026-07-24T08:03:02.154Z,USD,,,,,,,201216.0,1.72,2.81,39.61,2.78,3.47,201216.0,19.99,25.84,186.35,25.21,29.97,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-24T08:03:04.550Z,EUR,276021.0,13.17,0.5,16.77,8.0,16.89,11.5,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-24T08:03:01.610Z,USD,,,,,,,88436.0,24.99,34.86,459.7,30.76,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-24T08:03:04.550Z,EUR,825919.0,0.07,0.02,0.06,0.03,0.06,0.07,0.43,0.02,0.32,0.19,0.3,0.4,2026-07-24T08:03:02.285Z,USD,,,,,,,630812.0,0.01,0.29,19.98,0.32,0.28,630812.0,0.25,0.99,25.0,0.88,0.96,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-24T08:03:04.359Z,EUR,273914.0,2.13,0.02,3.33,1.52,2.08,2.16,,,1.03,1.0,0.72,0.72,2026-07-24T08:03:01.526Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,8.96,47.36,11.56,7.48,44455.0,0.19,1.13,96.95,1.64,0.25
sv03.5-054,Psyduck,054,Common,,,151,2026-07-24T08:03:04.550Z,EUR,733649.0,0.07,0.02,0.08,0.1,0.07,0.07,0.34,0.02,0.36,0.69,0.34,0.33,2026-07-24T08:03:02.244Z,USD,,,,,,,516231.0,0.04,0.25,19.22,0.25,0.19,516231.0,0.1,0.49,19.48,0.51,0.5,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-24T08:03:04.550Z,EUR,274190.0,10.95,0.75,12.66,6.75,6.56,9.47,,,0.0,,,,2026-07-24T08:03:01.540Z,USD,,,,,,,,,,,,,,,,,,,87539.0,25.95,62.48,329.88,28.14,28.49,87539.0,3.96,6.72,110.58,10.58,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-24T08:03:04.550Z,EUR,274118.0,2.66,0.02,2.97,0.35,1.62,2.57,,,4.71,5.0,1.87,1.87,2026-07-24T08:03:01.535Z,USD,,,,,,,,,,,,,,,,,,,88431.0,3.99,7.99,82.22,7.88,5.48,88431.0,0.48,1.32,19.02,2.12,0.63
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-24T08:03:04.300Z,EUR,276362.0,17.56,4.9,17.35,20.0,17.55,16.22,209.98,119.95,198.22,199.99,185.56,152.99,2026-07-24T08:03:01.621Z,USD,,,,,,,88437.0,17.99,28.75,602.4,29.89,39.99,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-24T08:03:04.300Z,EUR,275850.0,6.52,0.1,6.83,3.37,7.43,7.3,15.0,25.39,38.11,28.99,26.57,23.73,2026-07-24T08:03:01.598Z,USD,,,,,,,88432.0,11.13,18.07,144.89,17.15,19.96,88432.0,224.99,425.0,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-24T08:03:04.300Z,EUR,279604.0,3.89,0.04,5.33,3.9,4.48,3.89,,29.99,48.8,47.99,40.76,29.07,2026-07-24T08:03:01.943Z,USD,,,,,,,88440.0,8.21,16.77,120.7,17.73,,88440.0,79.75,105.0,109.4,51.09,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-24T08:03:04.300Z,EUR,274731.0,10.17,0.2,12.96,10.75,6.18,8.86,,,0.0,,,,2026-07-24T08:03:01.566Z,USD,,,,,,,,,,,,,,,,,,,88433.0,74.0,144.97,1200.0,52.5,,88433.0,25.0,34.69,4321.0,31.52,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-24T08:03:04.300Z,EUR,277051.0,5.86,0.8,7.67,2.99,7.17,6.12,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-24T08:03:04.300Z,EUR,278508.0,7.14,0.2,6.24,3.0,6.35,7.11,62.5,15.0,42.52,22.0,42.39,29.48,2026-07-24T08:03:01.905Z,USD,,,,,,,88439.0,16.89,26.27,200.0,26.02,,88439.0,100.0,249.98,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-24T08:03:04.300Z,EUR,274853.0,4.55,0.2,5.15,3.99,4.35,6.1,249.9,250.0,341.29,249.9,294.66,179.15,2026-07-24T08:03:01.572Z,USD,,,,,,,88434.0,3.0,6.5,706.54,9.59,7.06,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-24T08:03:04.300Z,EUR,274358.0,10.33,1.35,13.19,5.2,10.43,8.67,,,0.0,,,,2026-07-24T08:03:01.545Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.89,31.74,209.5,28.34,35.98,87540.0,3.5,7.0,28322.14,8.62,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-24T08:03:04.550Z,EUR,274367.0,11.0,1.5,9.69,4.8,6.54,15.98,,,0.0,,,,2026-07-24T08:03:01.545Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,25.84,179.9,24.97,,88887.0,3.26,9.0,96.95,9.99,3.76
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-24T08:03:04.300Z,EUR,277853.0,2.27,0.02,2.63,7.99,3.18,2.53,15.33,1.0,26.94,25.0,15.24,14.33,2026-07-24T08:03:01.880Z,USD,,,,,,,88438.0,7.4,12.38,90.0,12.49,,88438.0,99.0,299.99,896.74,45.99,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-24T08:03:04.300Z,EUR,275180.0,75.53,24.9,104.7,55.0,82.7,74.06,274.33,199.94,344.92,400.0,312.85,197.65,2026-07-24T08:03:01.584Z,USD,,,,,,,88435.0,179.99,249.5,279.99,167.5,,88435.0,1200.0,1200.0,1200.0,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-24T08:03:04.550Z,EUR,733770.0,62.51,39.99,64.3,53.3,69.58,61.85,,,0.0,,,,2026-07-24T08:03:02.244Z,USD,517035.0,63.41,80.53,5000.0,75.39,67.92,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-24T08:03:04.550Z,EUR,826067.0,58.98,22.0,55.84,68.58,48.27,58.38,,,0.0,,,,2026-07-24T08:03:02.285Z,USD,632993.0,62.89,79.04,550.0,74.54,89.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-24T08:03:04.550Z,EUR,388872.0,74.99,21.99,99.02,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-24T08:03:02.145Z,USD,194954.0,137.87,249.19,873.35,148.81,248.69,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-24T08:03:04.550Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-24T08:03:02.145Z,USD,194955.0,388.7,404.99,499.61,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-24T08:03:04.550Z,EUR,869837.0,58.79,22.0,59.53,61.42,59.81,59.27,,,0.0,,,,2026-07-24T08:03:02.302Z,USD,676038.0,72.39,88.53,706.46,76.81,84.61,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-24T08:03:04.300Z,EUR,388987.0,85.21,29.0,106.95,89.99,78.12,92.07,,,25.75,16.9,21.84,18.6,2026-07-24T08:03:02.145Z,USD,194956.0,227.3,344.99,1369.9,195.77,344.99,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
